q1,q2,q3,xe,ye,thetae 
0.06,-0.59,-1,13.31,-10.11,-87.66
1.03,-0.88,0,17.45,8.09,8.59
3.01,-2.53,1,-0.1,11.12,84.8
2.17,-2.36,-1,5.53,-2.04,-68.18
1.99,-0.26,-1,1.26,17.97,41.83
1.05,-1.27,-1,12.72,-2.03,-69.9
1.11,-1.99,1,14.52,1.71,6.88
2.11,-0.54,0,-3.58,20.01,89.95
0.98,-2.11,-1,3.17,-6.45,-122.04
0.47,-2.24,1,9.88,-8.56,-44.12
1.02,-2.0,-1,4.78,-6.27,-113.45
2.59,-1.15,-2,0.88,6.89,-32.09
0.59,-1.05,1,18.09,4.39,30.94
0.01,-1.96,0,1.82,-12.94,-111.73
1.5,-2.3,0,10.25,-3.06,-45.84
0.3,-0.81,0,18.91,-4.77,-29.22
2.55,-0.74,0,-9.13,17.51,103.71
0.64,-1.53,1,16.98,-0.49,6.3
2.21,-1.4,-1,7.52,9.37,-10.89
1.44,-3.05,0,0.36,-7.05,-92.25
0.61,-1.98,0,8.53,-9.71,-78.5
0.11,-1.97,-1,-1.76,-7.89,-163.87
1.45,-1.05,1,8.48,16.57,80.21
1.17,-1.51,0,15.93,1.78,-19.48
1.81,-3.06,0,2.76,-6.49,-71.62
1.84,-1.79,0,12.12,7.45,2.86
0.0,-2.25,-1,-4.36,-4.69,-186.21
2.79,-1.83,-1,4.44,7.87,-2.29
2.17,-1.64,-1,8.33,6.15,-26.93
2.11,-0.94,-1,6.04,13.64,9.74
2.19,-2.55,-1,3.95,-3.61,-77.92
2.68,-0.01,0,-18.74,9.48,152.98
1.65,-1.54,-1,10.81,2.31,-50.99
1.89,-3.06,-1,-3.41,-5.58,-124.33
1.77,-0.14,0,-2.21,20.84,93.39
2.53,-0.81,0,-7.81,17.86,98.55
3.09,-0.99,1,-17.52,6.69,177.62
0.12,-3.1,0,-6.87,-1.41,-170.74
1.77,-1.42,1,6.72,16.09,77.35
2.21,-1.45,0,5.97,15.26,43.54
2.52,-2.36,1,4.02,11.61,66.46
1.64,-0.69,-1,10.58,12.33,-2.86
0.46,-1.1,-1,11.4,-8.06,-93.97
2.33,-0.17,1,-15.71,10.77,181.05
1.16,-1.99,-1,5.73,-5.51,-104.85
2.18,-0.35,0,-7.59,19.27,104.85
0.92,-2.49,1,10.14,-5.21,-32.66
0.45,-2.16,1,10.64,-8.45,-40.68
2.95,-2.44,0,5.35,8.17,29.22
2.82,-1.11,1,-13.97,12.07,155.27
2.62,-1.65,1,-4.83,15.71,112.87
1.53,-2.79,1,9.19,-1.47,-14.9
1.94,-0.86,-1,7.75,13.26,4.58
0.51,-2.87,0,-3.83,-6.44,-135.22
1.16,-0.35,0,12.45,16.56,46.41
1.57,-0.72,0,9.25,17.52,48.7
1.11,-2.96,-1,-5.52,-2.47,-163.29
0.32,-2.65,1,3.5,-9.67,-76.2
3.06,-1.75,0,-3.37,14.1,75.06
0.43,-0.33,1,16.5,9.86,63.03
1.2,-2.77,1,8.44,-4.25,-32.66
0.57,-3.03,1,1.23,-7.59,-83.65
2.79,-2.04,1,-2.7,14.07,100.27
2.18,-1.36,1,-0.96,17.64,104.28
0.54,-2.89,-1,-5.76,0.07,-191.94
1.92,-2.95,-1,-1.89,-5.7,-116.31
1.07,-2.41,0,6.56,-7.49,-76.78
1.3,-1.24,1,12.28,13.27,60.73
0.56,-1.78,1,15.17,-4.38,-12.61
2.93,-2.04,1,-4.63,13.56,108.29
1.09,-1.01,0,17.19,7.33,4.58
0.19,-2.59,0,-3.45,-8.13,-137.51
1.27,-0.42,2,-0.01,13.96,163.29
0.4,-0.23,-2,11.55,-2.86,-104.85
2.13,-0.57,0,-3.56,19.93,89.38
1.64,-2.7,0,6.36,-5.23,-60.73
0.92,-1.46,-1,10.46,-5.03,-88.24
2.06,-1.08,-1,7.61,11.85,-1.15
2.49,-3.01,0,6.58,-2.71,-29.79
1.61,-1.45,0,13.55,9.23,9.17
1.67,-2.35,-1,3.99,-4.39,-96.26
0.89,-1.49,-1,9.98,-5.51,-91.67
1.55,-2.74,0,5.35,-6.0,-68.18
1.99,-0.08,-1,-0.88,18.52,52.14
1.13,-0.08,-1,13.46,12.75,2.86
3.04,-3.12,1,4.25,5.72,52.71
0.55,-0.69,0,19.83,1.71,-8.02
1.07,-0.28,2,1.72,13.52,159.86
2.84,-2.08,0,3.46,11.72,43.54
1.49,-1.16,1,8.86,16.04,76.2
0.14,-0.49,-1,15.04,-8.25,-77.35
2.23,-2.44,0,9.41,2.61,-12.03
1.22,-1.02,1,11.8,14.49,68.75
0.11,-1.97,1,9.53,-11.25,-49.27
0.06,-1.06,-1,7.86,-11.84,-114.59
1.97,-2.29,-1,5.66,-2.53,-75.63
0.5,-2.18,-1,-0.89,-6.72,-153.55
0.41,-2.28,0,2.29,-10.59,-107.14
2.65,-1.73,1,-4.33,15.45,110.01
2.32,-2.35,0,9.23,4.71,-1.72
0.1,-1.69,0,6.7,-13.3,-91.1
0.44,-2.84,0,-3.99,-6.47,-137.51
2.13,-0.23,-1,-1.63,18.04,51.57
1.62,-1.47,1,9.44,14.43,65.89
3.13,-1.89,1,-9.07,12.19,128.34
0.71,-1.64,-1,7.03,-7.6,-110.58
1.27,-0.55,0,12.6,15.92,41.25
1.03,-1.81,1,15.41,2.61,12.61
1.76,-0.84,1,0.53,19.02,110.01
0.0,-1.6,-1,0.8,-10.61,-148.97
2.92,-1.61,-1,1.64,10.44,17.76
0.99,-0.21,0,13.79,15.7,44.69
1.66,-0.48,1,-1.96,19.19,124.9
2.4,-0.52,0,-9.42,18.06,107.72
0.37,-0.89,-1,12.96,-7.94,-87.09
1.11,-0.63,-1,15.4,6.02,-29.79
0.19,-2.9,-2,0.5,5.39,-269.86
3.14,-0.83,0,-16.43,10.36,132.35
0.07,-3.1,-1,-4.39,5.14,-230.9
1.22,-2.92,2,8.19,1.7,17.19
2.38,-1.02,0,-2.14,18.52,77.92
0.58,-0.57,-1,16.7,-1.95,-56.72
0.55,-1.9,-1,2.58,-8.15,-134.65
3.03,-1.42,0,-7.51,14.77,92.25
0.72,-1.04,-1,13.64,-4.37,-75.63
0.3,-0.7,-1,14.32,-7.56,-80.21
3.05,-2.77,0,6.48,4.51,16.04
2.26,-3.07,-1,-1.28,-6.47,-103.71
2.27,-2.49,0,9.16,2.3,-12.61
0.8,-2.22,-1,0.67,-6.52,-138.66
2.83,-0.13,0,-19.32,8.13,154.7
1.87,-0.82,1,-1.81,18.97,117.46
2.7,-2.6,0,7.6,4.39,5.73
1.49,-2.52,1,11.17,0.77,-1.72
0.53,-2.58,-1,-4.16,-3.31,-174.75
3.11,-2.81,1,1.56,9.03,74.48
0.5,-3.12,0,-6.0,-3.62,-150.11
0.83,-0.32,-1,17.01,5.29,-28.07
0.9,-1.96,2,11.9,5.03,53.86
0.15,-2.85,0,-5.74,-4.94,-154.7
0.58,-0.85,-1,14.68,-4.72,-72.77
2.47,-2.99,1,6.8,4.11,27.5
0.76,-0.38,-1,17.27,3.35,-35.52
1.42,-1.12,0,14.43,11.06,17.19
1.84,-0.04,-2,3.41,12.17,-11.46
0.2,-1.36,1,16.57,-6.14,-9.17
0.18,-1.57,0,9.4,-12.52,-79.64
1.85,-1.06,-1,9.84,10.24,-12.03
3.05,-2.7,-1,5.18,-1.2,-37.24
1.7,-0.02,2,-7.67,10.31,210.85
1.8,-1.07,0,8.84,16.15,41.83
0.4,-0.91,-1,12.98,-7.68,-86.52
2.75,-0.25,0,-17.69,11.05,143.24
0.81,-0.95,-1,14.68,-2.27,-65.32
3.05,-1.26,-1,-3.57,12.45,45.26
1.57,-0.69,2,-2.3,14.21,165.01
1.54,-2.77,0,4.89,-6.2,-70.47
1.9,-0.32,-1,3.53,17.46,33.23
1.18,-1.26,0,16.62,5.35,-4.58
2.56,-0.76,1,-14.04,13.01,160.43
2.48,-2.18,-1,6.52,1.86,-40.11
2.95,-2.55,1,0.77,10.96,80.21
0.9,-1.74,0,13.7,-4.94,-48.13
0.25,-2.1,1,9.47,-10.26,-48.7
0.91,-1.55,1,16.46,3.81,20.63
2.41,-3.02,0,6.27,-3.34,-34.95
0.42,-0.19,0,20.02,6.05,13.18
1.99,-2.38,1,9.36,7.74,34.95
1.55,-1.78,1,11.99,10.28,44.12
2.86,-3.09,1,5.12,5.22,44.12
2.86,-1.54,1,-9.75,13.85,132.93
1.51,-0.02,1,-4.58,18.21,142.67
3.02,-0.74,2,-14.44,-0.19,245.23
0.68,-1.02,-1,13.64,-4.75,-76.78
2.78,-2.99,-1,2.77,-5.53,-69.33
0.73,-0.87,0,19.08,2.71,-8.02
2.63,-2.65,0,7.89,3.15,-1.15
0.96,-1.39,-1,11.36,-4.11,-81.93
0.92,-2.16,-1,2.17,-6.54,-128.34
1.02,-0.65,0,16.72,11.03,21.2
1.1,-0.93,-1,14.8,2.26,-47.56
2.55,-2.01,-1,6.47,4.4,-26.36
0.36,-2.3,1,8.15,-9.72,-53.86
1.96,-2.22,1,9.28,9.4,42.4
0.79,-1.54,-1,8.8,-6.69,-100.27
1.6,-2.09,0,12.15,0.41,-28.07
0.83,-2.84,-2,-2.77,4.17,-229.76
0.71,-1.81,1,15.45,-2.37,-5.73
1.37,-0.26,0,7.62,19.4,63.6
2.64,-1.48,1,-7.23,15.6,123.76
2.22,-0.2,2,-11.74,6.49,230.33
2.08,-2.56,-1,3.43,-4.09,-84.8
1.32,-2.28,-2,-1.13,-0.22,-169.6
2.47,-1.98,-1,6.81,4.23,-29.22
1.1,-0.77,-1,15.28,4.16,-38.39
2.32,-2.02,-1,7.27,2.68,-40.11
1.11,-0.45,1,8.02,17.53,95.11
0.52,-2.47,-1,-3.39,-4.36,-169.02
1.0,-2.84,1,6.59,-6.07,-48.13
0.64,-0.73,-1,15.82,-2.66,-62.45
1.8,-0.07,-1,2.52,18.4,41.83
1.56,-0.67,0,8.89,17.88,50.99
1.18,-1.82,1,14.83,4.76,20.63
0.06,-0.9,-1,9.8,-11.54,-105.42
1.91,-1.28,1,2.91,17.71,93.39
0.72,-0.42,-1,17.3,2.17,-40.11
2.93,-1.5,-1,0.5,11.32,24.64
1.17,-0.13,0,9.82,18.52,59.59
2.16,-1.49,1,0.9,17.13,95.68
0.17,-0.35,0,20.67,-1.32,-10.31
2.36,-0.2,0,-12.75,16.57,123.76
1.9,-2.37,-1,4.68,-3.51,-84.22
3.05,-2.17,1,-4.64,12.7,107.72
2.58,-1.37,-1,3.39,11.74,12.03
0.5,-1.36,-1,8.71,-8.66,-106.57
0.58,-2.37,1,9.26,-7.97,-45.26
1.03,-2.22,1,13.08,-1.82,-10.89
2.96,-2.89,-2,-2.36,-4.8,-110.58
2.33,-0.48,1,-13.45,13.82,163.29
1.74,-0.17,1,-7.06,17.69,147.25
2.97,-1.9,0,-0.18,13.48,61.31
1.51,-0.19,-1,8.81,15.97,18.33
0.23,-2.29,0,0.24,-10.76,-118.03
1.13,-1.8,-1,7.78,-4.98,-95.68
1.28,-2.83,0,2.3,-7.29,-88.81
1.8,-2.08,0,11.86,2.95,-16.04
2.43,-2.97,-1,0.92,-6.02,-88.24
2.64,-0.92,1,-13.57,13.15,155.84
2.43,-2.95,-1,1.13,-5.9,-87.09
1.11,-0.37,0,13.45,15.71,42.4
0.61,-1.9,0,9.62,-9.44,-73.91
2.87,-3.14,-1,2.08,-6.67,-72.77
1.87,-2.88,0,5.38,-5.17,-57.87
3.05,-0.75,0,-16.3,11.08,131.78
0.84,-1.3,1,16.95,5.7,30.94
0.46,-2.72,-1,-5.13,-1.47,-186.78
3.08,-1.83,0,-2.57,13.72,71.62
1.29,-2.28,-2,-1.14,-0.18,-171.31
1.39,-2.63,1,10.33,-1.4,-13.75
1.96,-2.67,1,9.36,3.92,16.62
2.96,-1.83,0,-0.91,13.93,64.74
2.45,-0.69,0,-8.02,18.21,100.84
2.28,-2.75,0,7.92,-1.03,-26.93
0.92,-2.67,-1,-3.48,-3.99,-157.56
0.92,-0.57,-1,16.39,3.73,-37.24
1.09,-2.14,0,10.2,-5.94,-60.16
2.06,-1.39,1,1.5,17.49,95.68
3.13,-0.03,1,-18.02,-5.36,234.91
0.2,-2.97,0,-6.18,-3.69,-158.71
2.69,-1.12,1,-12.18,13.84,147.25
0.71,-2.99,0,-3.81,-6.06,-130.63
2.82,-2.03,0,3.21,12.16,45.26
0.3,-0.55,-1,15.68,-6.31,-71.62
2.0,-3.04,0,4.17,-5.71,-59.59
0.83,-0.68,-1,16.27,0.95,-48.7
2.4,-2.47,0,8.8,3.75,-4.01
0.74,-2.98,1,3.1,-7.39,-71.05
0.99,-0.85,1,13.7,13.19,65.32
1.96,-1.91,-1,8.41,1.13,-54.43
0.36,-1.54,1,16.1,-5.26,-10.31
0.1,-2.35,2,9.35,-6.48,-14.32
1.95,-0.21,1,-10.21,16.14,156.99
2.07,-0.07,0,-9.18,18.88,114.59
2.63,-0.38,-1,-8.29,15.52,71.62
1.53,-1.54,1,11.13,12.78,56.72
2.5,-1.37,0,0.37,16.85,64.74
3.04,-2.2,0,2.38,11.13,48.13
0.32,-1.12,-1,9.93,-9.64,-103.13
3.11,-2.46,-1,5.15,2.06,-20.05
2.65,-2.91,0,7.36,-0.29,-14.9
1.28,-1.9,-1,7.36,-4.35,-92.82
2.16,-0.18,0,-9.46,18.66,113.45
1.71,-0.43,0,3.04,20.34,73.34
0.41,-2.95,1,0.86,-8.17,-88.24
1.76,-1.26,0,10.97,13.59,28.65
0.25,-2.95,0,-5.87,-4.25,-154.7
0.29,-0.38,0,20.65,0.74,-5.16
0.18,-0.51,0,20.13,-3.28,-18.91
2.79,-2.2,-2,0.37,-0.6,-80.79
2.23,-1.74,-1,8.0,5.41,-29.22
2.99,-2.1,0,1.89,11.94,50.99
0.93,-3.0,0,-2.52,-6.68,-118.6
0.88,-0.42,1,11.51,15.46,83.65
2.34,-2.5,0,8.95,2.8,-9.17
1.88,-0.98,1,-0.04,18.78,108.86
2.96,-0.66,-1,-9.68,13.23,74.48
0.09,-3.01,0,-6.69,-2.45,-167.3
3.0,-1.2,1,-15.12,10.15,160.43
1.49,-1.45,-2,4.9,0.78,-112.3
2.94,-2.44,-1,5.43,1.4,-28.65
1.97,-0.85,0,3.38,19.05,64.17
0.1,-1.4,-1,4.17,-11.27,-131.78
2.67,-0.42,-1,-8.43,15.27,71.62
1.03,-2.64,-1,-2.7,-4.54,-149.54
2.34,-0.4,1,-14.25,12.96,168.45
0.49,-0.65,0,20.0,1.06,-9.17
3.11,-2.68,1,0.35,10.07,81.93
2.25,-2.72,0,8.08,-0.89,-26.93
1.12,-2.53,1,10.59,-3.4,-23.49
0.31,-0.07,1,15.74,10.42,71.05
0.38,-2.4,-2,-1.01,1.68,-230.33
2.26,-0.68,-1,1.34,16.24,33.23
0.75,-0.43,-1,17.21,2.57,-38.96
1.07,-2.91,1,6.17,-5.82,-48.13
1.05,-0.42,-1,15.67,7.66,-21.2
2.7,-0.16,1,-18.55,4.24,202.83
2.78,-1.02,1,-14.36,11.96,158.14
1.07,-2.13,1,13.77,-0.39,-3.44
0.96,-2.89,0,-0.91,-7.37,-110.58
2.18,-0.24,0,-9.06,18.8,111.15
1.94,-1.14,-1,9.21,10.16,-11.46
2.13,-1.86,0,9.78,9.67,15.47
3.11,-0.98,1,-17.71,6.24,179.34
2.54,-1.67,1,-3.32,16.0,107.14
0.28,-3.07,1,-1.37,-7.31,-102.56
1.15,-0.55,1,8.43,17.34,91.67
0.7,-2.25,-1,-0.31,-6.39,-146.1
2.33,-1.42,1,-2.85,17.21,109.43
1.28,-0.76,1,8.44,17.18,87.09
1.56,-0.54,-1,10.74,13.1,1.15
1.63,-2.71,1,9.86,0.25,-4.58
2.41,-0.09,0,-14.74,14.93,132.93
3.14,-0.34,0,-20.19,4.7,160.43
2.02,-3.13,-1,-3.52,-5.97,-120.89
1.54,-1.6,1,11.33,12.23,53.86
1.04,-1.14,-1,13.68,-0.9,-63.03
1.46,-1.78,-1,9.16,-2.03,-75.63
1.71,-0.32,-1,6.76,16.48,22.35
1.16,-0.43,0,13.23,15.75,41.83
1.16,-1.7,-1,9.01,-4.18,-88.24
2.18,-2.04,1,5.85,13.08,65.32
1.09,-1.5,1,15.47,7.31,33.8
0.22,-0.32,-1,16.97,-5.41,-63.03
1.35,-1.52,1,13.16,10.81,47.56
2.47,-1.1,-1,2.44,13.75,21.2
1.74,-3.07,1,7.11,-2.17,-18.91
1.17,-1.1,-1,13.9,1.32,-53.29
3.09,-1.86,-1,2.16,8.55,13.18
1.16,-1.68,-1,9.23,-4.05,-87.09
1.37,-0.72,0,12.54,15.33,37.24
0.65,-2.1,-1,1.02,-7.18,-140.37
1.45,-2.12,-1,5.64,-4.36,-95.68
2.62,-3.0,1,6.13,4.96,35.52
2.99,-1.82,-1,2.71,8.69,9.74
1.38,-0.09,0,5.21,20.32,73.91
0.6,-0.12,1,12.62,14.16,84.8
2.64,-0.05,1,-18.41,4.0,205.69
1.96,-1.25,-1,9.36,9.04,-16.62
1.54,-0.91,0,11.53,15.24,36.1
0.69,-2.38,1,9.96,-6.95,-39.53
0.64,-2.34,0,3.81,-9.7,-97.4
0.9,-2.38,0,5.62,-8.46,-84.8
1.85,-0.77,0,4.67,19.08,61.88
1.52,-2.32,0,10.11,-3.05,-45.84
2.43,-1.95,1,1.54,14.77,84.8
2.89,-1.3,1,-12.88,12.41,148.4
0.38,-2.9,-1,-5.69,1.11,-201.68
1.7,-2.53,-1,2.03,-4.99,-104.85
2.89,-0.78,1,-17.37,7.97,178.19
0.49,-1.27,0,16.13,-6.55,-44.69
0.1,-0.98,1,18.37,-3.86,6.88
1.32,-0.06,1,-0.57,18.85,129.49
0.42,-2.49,-1,-3.94,-3.79,-175.9
1.49,-0.67,0,10.12,17.21,46.98
0.29,-2.42,0,-0.72,-9.87,-122.04
2.08,-2.43,-2,-1.76,-1.27,-134.65
1.94,-1.98,1,8.48,11.98,55.0
2.21,-2.3,-1,6.03,-1.22,-62.45
2.86,-1.57,-1,1.92,10.67,16.62
1.12,-1.01,2,6.41,13.08,120.89
2.49,-0.96,1,-11.01,15.26,144.96
2.55,-1.64,1,-3.84,16.03,109.43
1.84,-2.5,-1,3.04,-4.52,-95.11
1.41,-1.93,-1,7.55,-3.56,-87.09
1.98,-2.38,1,9.44,7.65,34.38
0.4,-2.95,-1,-5.79,1.6,-203.4
2.24,-0.41,0,-7.93,19.02,104.85
1.34,-0.4,1,3.2,19.0,111.15
0.33,-2.78,0,-4.16,-6.66,-140.37
1.8,-1.1,1,2.86,18.27,97.4
2.9,-1.65,1,-8.99,13.76,128.92
1.36,-0.29,0,8.19,19.13,61.31
2.85,-0.27,0,-18.55,9.47,147.82
1.22,-0.12,0,8.76,19.05,63.03
0.32,-1.02,-1,11.1,-9.25,-97.4
0.27,-1.56,0,10.63,-11.58,-73.91
1.09,-0.3,-2,10.64,4.63,-69.33
1.82,-0.37,0,-0.04,20.68,83.08
0.7,-2.33,1,10.6,-6.6,-36.1
0.03,-1.93,1,9.09,-11.9,-51.57
2.08,-2.75,-1,1.38,-5.2,-95.68
1.09,-1.02,0,17.2,7.19,4.01
0.22,-2.57,-1,-4.94,-2.0,-191.94
2.36,-2.12,-1,6.9,1.77,-43.54
0.68,-1.38,1,17.48,1.96,17.19
1.86,-2.64,-1,1.53,-5.06,-101.99
1.45,-1.48,0,14.84,6.53,-1.72
1.35,-2.88,-1,-3.91,-4.18,-144.96
2.26,-2.95,0,6.35,-3.51,-39.53
1.03,-0.75,1,12.34,14.64,73.34
0.62,-1.27,-1,10.72,-7.15,-94.54
0.53,-0.28,0,19.6,7.0,14.32
0.03,-1.34,1,15.47,-8.69,-17.76
1.91,-2.61,1,9.71,4.16,17.19
2.46,-0.04,-1,-9.64,15.95,81.36
2.52,-0.43,0,-12.64,16.23,119.75
2.01,-2.88,1,8.48,1.89,7.45
0.19,-1.51,1,15.26,-7.66,-18.33
2.13,-3.08,0,4.43,-5.45,-54.43
0.18,-0.2,-2,10.85,-5.19,-115.74
2.79,-0.74,0,-13.03,14.83,117.46
2.58,-2.88,1,6.12,6.17,40.11
1.61,-1.43,0,13.5,9.5,10.31
0.97,-0.5,-1,16.24,5.41,-30.37
0.43,-2.53,0,-0.71,-9.17,-120.32
2.15,-1.54,0,7.64,13.88,34.95
2.4,-0.19,1,-16.32,9.87,183.92
1.84,-2.39,-1,4.25,-3.91,-88.81
1.44,-1.01,1,8.26,16.79,81.93
0.92,-1.48,1,16.5,4.83,25.21
1.36,-1.53,-1,11.09,-0.78,-67.04
1.75,-1.78,2,3.03,13.13,112.87
1.8,-1.19,1,3.87,17.82,92.25
1.91,-1.31,1,3.24,17.55,91.67
0.67,-0.75,1,16.71,9.36,52.71
0.76,-2.06,-1,2.28,-7.14,-131.78
3.11,-1.87,-1,2.08,8.51,13.75
0.28,-0.74,-1,13.77,-8.13,-83.65
2.6,-0.95,1,-12.72,13.89,151.83
2.77,-2.81,0,7.47,1.98,-2.29
3.02,-2.23,-1,4.82,4.36,-12.03
2.01,-0.4,-1,2.49,17.34,34.95
2.35,-1.68,0,6.05,13.67,38.39
1.54,-2.01,-1,7.16,-3.14,-84.22
2.71,-0.28,1,-18.37,5.51,196.52
1.25,-0.18,-1,12.55,13.27,4.01
1.55,-3.0,1,7.29,-3.0,-25.78
0.44,-2.66,-1,-4.88,-2.05,-184.49
0.4,-0.25,1,16.23,10.16,65.89
0.45,-0.17,-1,18.29,0.36,-41.25
2.12,-2.17,0,10.33,5.27,-2.86
0.9,-1.58,0,15.24,-3.32,-38.96
0.97,-0.69,-1,15.95,3.09,-41.25
0.8,-2.35,-1,-0.79,-5.88,-146.1
0.1,-2.71,1,0.66,-9.84,-92.25
1.76,-2.52,0,8.83,-2.77,-43.54
3.09,-2.64,-1,5.28,-0.25,-31.51
3.12,-2.16,1,-5.64,12.36,112.3
2.96,-2.8,-1,4.7,-2.83,-48.13
1.56,-2.94,0,2.73,-6.75,-79.07
1.88,-0.4,-1,4.71,16.87,27.5
2.73,-0.72,1,-16.33,10.05,172.46
2.68,-0.83,-1,-3.58,15.11,48.7
2.74,-2.47,-1,5.52,-0.06,-41.83
1.11,-0.75,1,11.13,15.58,77.92
2.07,-1.96,1,6.72,13.18,63.6
0.94,-0.77,-1,15.75,1.67,-47.56
2.88,-1.35,-2,-0.24,5.63,-26.93
0.49,-1.54,0,13.14,-8.85,-60.16
1.68,-0.18,1,-5.88,18.13,143.24
1.28,-2.24,-1,3.37,-5.5,-112.3
2.92,-0.25,1,-19.11,1.19,210.28
1.33,-2.55,-1,-0.16,-5.35,-127.2
0.31,-1.57,1,15.57,-6.33,-14.9
1.66,-2.58,0,7.86,-4.17,-52.71
2.46,-1.96,1,1.2,14.75,85.94
3.07,-0.29,0,-20.08,5.45,159.28
2.75,-1.02,-2,-0.83,7.72,-15.47
0.64,-2.35,2,11.35,-0.75,16.62
1.98,-0.18,-1,0.5,18.26,45.84
0.07,-0.89,0,16.53,-9.75,-46.98
2.47,-2.73,0,8.05,0.76,-14.9
2.99,-0.45,1,-19.14,2.3,202.83
1.5,-1.8,-1,9.06,-1.83,-74.48
3.11,-2.56,0,4.94,7.54,31.51
1.48,-0.37,1,0.15,19.25,120.89
3.05,-2.82,1,2.18,8.83,70.47
1.2,-1.29,0,16.48,5.27,-5.16
0.85,-0.18,1,9.41,16.57,95.68
1.77,-2.05,1,10.6,9.54,41.25
0.05,-0.57,1,19.27,0.1,27.5
1.03,-3.06,0,-2.6,-6.55,-116.31
0.72,-0.81,1,16.53,9.51,52.14
2.48,-1.97,1,1.01,14.7,86.52
0.72,-3.11,0,-4.97,-4.94,-136.94
2.92,-0.67,-1,-9.02,13.63,71.62
0.73,-0.32,0,18.06,10.25,23.49
0.31,-2.91,1,0.46,-8.47,-91.67
2.69,-3.08,-1,1.43,-6.49,-79.64
0.12,-0.19,0,20.92,-0.14,-4.01
0.55,-3.04,1,0.97,-7.56,-85.37
0.04,-0.32,1,18.98,2.96,41.25
0.1,-2.39,0,-2.26,-9.83,-131.21
0.85,-2.28,1,11.96,-4.59,-24.64
0.01,-1.4,-1,3.14,-11.6,-136.94
1.43,-0.22,-1,10.3,14.94,12.03
1.14,-0.68,0,15.47,12.58,26.36
1.95,-2.69,1,9.34,3.58,14.9
0.73,-2.42,1,9.78,-6.74,-39.53
2.19,-0.03,1,-14.95,11.39,181.05
1.68,-1.86,1,10.9,10.82,46.98
2.1,-1.03,0,3.19,18.32,61.31
2.44,-3.05,1,6.87,3.17,22.35
1.99,-0.18,1,-11.13,15.47,161.0
2.62,-2.11,-1,6.22,3.61,-28.07
0.2,-3.09,0,-6.7,-2.09,-165.58
2.18,-0.41,-1,-0.37,17.48,44.12
2.28,-0.43,0,-8.42,18.77,106.0
2.73,-2.45,-1,5.57,0.12,-41.25
0.5,-1.59,0,12.62,-9.06,-62.45
1.62,-1.51,0,13.57,8.53,6.3
1.62,-1.33,-1,11.67,4.43,-40.68
1.36,-0.41,0,9.61,18.23,54.43
2.39,-1.43,1,-3.76,16.99,112.3
0.47,-1.45,0,14.04,-8.46,-56.15
3.13,-2.14,1,-6.01,12.33,114.02
1.16,-3.02,0,-1.2,-7.0,-106.57
0.81,-2.38,0,4.84,-8.93,-89.95
0.68,-0.51,-1,17.07,0.42,-47.56
2.63,-1.01,1,-12.52,13.91,150.11
2.15,-0.22,1,-13.14,13.88,167.88
1.01,-0.29,0,14.25,15.16,41.25
0.27,-1.99,-1,-0.68,-7.92,-155.84
1.79,-0.3,1,-6.52,18.05,142.67
1.0,-0.22,0,13.73,15.74,44.69
2.27,-1.54,-2,2.78,3.34,-72.77
2.3,-1.78,1,1.77,15.69,87.09
1.48,-0.78,1,5.09,18.42,97.4
1.62,-1.7,1,10.87,12.0,52.71
2.17,-1.48,0,6.85,14.69,39.53
2.57,-0.22,0,-15.73,13.75,134.65
0.67,-2.34,-1,-1.44,-5.8,-152.98
1.57,-2.16,0,11.64,-0.79,-33.8
0.07,-1.71,1,12.11,-10.67,-36.67
1.45,-2.88,1,8.19,-2.9,-24.64
0.85,-3.09,0,-4.07,-5.72,-128.34
0.63,-1.58,-1,7.14,-8.07,-111.73
1.07,-2.06,-1,4.35,-6.11,-114.02
0.72,-0.24,-1,17.55,4.37,-29.79
1.15,-0.45,1,7.31,17.84,97.4
3.0,-1.41,-1,-1.25,11.88,33.8
0.35,-1.73,1,14.4,-7.07,-21.77
0.18,-0.27,0,20.83,-0.01,-5.16
1.05,-0.64,1,11.02,15.77,80.79
1.18,-3.14,1,4.02,-5.74,-55.0
1.39,-2.22,1,12.88,2.9,9.74
2.44,-0.15,1,-16.88,8.75,188.5
1.46,-0.73,-1,12.74,9.76,-15.47
0.1,-3.06,-1,-4.7,4.55,-226.89
2.19,-1.36,-1,7.56,9.68,-9.74
0.76,-2.56,-1,-3.11,-4.34,-160.43
0.8,-1.21,1,17.11,6.13,33.8
0.23,-2.19,1,8.17,-10.61,-55.0
2.0,-2.05,0,11.07,5.67,-2.86
1.01,-2.29,-1,1.17,-6.09,-130.63
0.52,-1.98,-1,1.41,-7.89,-140.95
2.88,-0.75,0,-14.19,13.68,122.04
2.17,-2.19,0,10.05,5.5,-1.15
3.04,-0.31,1,-19.2,-0.37,213.71
1.99,-0.65,1,-6.12,18.24,134.07
2.44,-0.81,0,-6.18,18.49,93.39
2.25,-1.69,0,7.46,12.88,32.09
1.96,-2.39,-1,4.69,-3.37,-81.93
3.14,-0.67,-1,-11.78,11.33,84.22
1.32,-0.53,0,11.59,16.73,45.26
0.18,-0.5,1,18.97,3.45,38.96
0.47,-1.86,-1,2.39,-8.5,-136.94
0.02,-3.03,1,-2.92,-7.11,-115.16
1.88,-0.26,1,-8.54,17.15,150.11
